,품목명,품목코드,품종명,품종코드,"상태(상품, 중품)",상태코드,단위,일자(조회일자),조회일자 가격,1일전 일자(조회일자 기준),1일전 가격,1주일전 일자(조회일자 기준),1주일전 가격,2주일전 일자(조회일자 기준),2주일전 가격,1개월전 일자(조회일자 기준),1개월전 가격,1년전 일자(조회일자 기준),1년전 가격,평년일자,평년 가격,날짜
11,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (11/02),198200.0,1일전 (11/01),,1주일전 (10/26),197400.0,2주일전 (10/19),196800.0,1개월전,194800.0,1년전,172850.0,일평년,156400.0,2020-11-02
9,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (11/03),397400.0,1일전 (11/02),390600.0,1주일전 (10/27),385400.0,2주일전 (10/20),385400.0,1개월전,376200.0,1년전,425000.0,일평년,328743.0,2020-11-03
10,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (11/03),365400.0,1일전 (11/02),358600.0,1주일전 (10/27),353400.0,2주일전 (10/20),353400.0,1개월전,339200.0,1년전,398000.0,일평년,304777.0,2020-11-03
11,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (11/03),198200.0,1일전 (11/02),198200.0,1주일전 (10/27),197400.0,2주일전 (10/20),196600.0,1개월전,194800.0,1년전,172850.0,일평년,156400.0,2020-11-03
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (11/04),413800.0,1일전 (11/03),397400.0,1주일전 (10/28),386600.0,2주일전 (10/21),385400.0,1개월전,376200.0,1년전,423800.0,일평년,328663.0,2020-11-04
8,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (11/04),380600.0,1일전 (11/03),365400.0,1주일전 (10/28),354600.0,2주일전 (10/21),353400.0,1개월전,339200.0,1년전,396800.0,일평년,304910.0,2020-11-04
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (11/04),198200.0,1일전 (11/03),198200.0,1주일전 (10/28),198200.0,2주일전 (10/21),196600.0,1개월전,194800.0,1년전,172800.0,일평년,156400.0,2020-11-04
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (11/05),422800.0,1일전 (11/04),413800.0,1주일전 (10/29),390600.0,2주일전 (10/22),385400.0,1개월전,376200.0,1년전,421400.0,일평년,331260.0,2020-11-05
8,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (11/05),391600.0,1일전 (11/04),380600.0,1주일전 (10/29),358600.0,2주일전 (10/22),353400.0,1개월전,339200.0,1년전,394400.0,일평년,307667.0,2020-11-05
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (11/05),198200.0,1일전 (11/04),198200.0,1주일전 (10/29),198200.0,2주일전 (10/22),196600.0,1개월전,194920.0,1년전,172600.0,일평년,156413.0,2020-11-05
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (11/06),446400.0,1일전 (11/05),422800.0,1주일전 (10/30),390600.0,2주일전 (10/23),385400.0,1개월전,376200.0,1년전,419800.0,일평년,330353.0,2020-11-06
8,팥,142,붉은 팥(국산)(40kg),00,중품,05,40kg,당일 (11/06),412000.0,1일전 (11/05),391600.0,1주일전 (10/30),358600.0,2주일전 (10/23),353400.0,1개월전,339200.0,1년전,392800.0,일평년,306707.0,2020-11-06
9,팥,142,붉은 팥(수입)(40kg),01,중품,05,40kg,당일 (11/06),198200.0,1일전 (11/05),198200.0,1주일전 (10/30),198200.0,2주일전 (10/23),197400.0,1개월전,195040.0,1년전,172600.0,일평년,156467.0,2020-11-06
7,팥,142,붉은 팥(국산)(40kg),00,상품,04,40kg,당일 (11/07),,1일전 (11/06),446400.0,1주일전 (10/31),,2주일전 (10/24),,1개월전,376200.0,1년전,419800.0,일평년,330353.0,2020-11-07
