,품목명,품목코드,품종명,품종코드,"상태(상품, 중품)",상태코드,단위,일자(조회일자),조회일자 가격,1일전 일자(조회일자 기준),1일전 가격,1주일전 일자(조회일자 기준),1주일전 가격,2주일전 일자(조회일자 기준),2주일전 가격,1개월전 일자(조회일자 기준),1개월전 가격,1년전 일자(조회일자 기준),1년전 가격,평년일자,평년 가격,날짜
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/25),45420.0,1일전 (05/24),,1주일전 (05/18),45360.0,2주일전 (05/11),45360.0,1개월전,45360.0,1년전,47580.0,일평년,38861.0,2020-05-25
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/26),47220.0,1일전 (05/25),47020.0,1주일전 (05/19),46900.0,2주일전 (05/12),46900.0,1개월전,46900.0,1년전,49180.0,일평년,40193.0,2020-05-26
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/26),45600.0,1일전 (05/25),45420.0,1주일전 (05/19),45360.0,2주일전 (05/12),45360.0,1개월전,45360.0,1년전,47580.0,일평년,38863.0,2020-05-26
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/27),47220.0,1일전 (05/26),47220.0,1주일전 (05/20),46900.0,2주일전 (05/13),46900.0,1개월전,46900.0,1년전,49180.0,일평년,40193.0,2020-05-27
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/27),45600.0,1일전 (05/26),45600.0,1주일전 (05/20),45360.0,2주일전 (05/13),45360.0,1개월전,45360.0,1년전,47580.0,일평년,38863.0,2020-05-27
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/28),47220.0,1일전 (05/27),47220.0,1주일전 (05/21),46900.0,2주일전 (05/14),46900.0,1개월전,46900.0,1년전,49180.0,일평년,40195.0,2020-05-28
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/28),45600.0,1일전 (05/27),45600.0,1주일전 (05/21),45360.0,2주일전 (05/14),45360.0,1개월전,45360.0,1년전,47580.0,일평년,38864.0,2020-05-28
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/29),47220.0,1일전 (05/28),47220.0,1주일전 (05/22),46900.0,2주일전 (05/15),46900.0,1개월전,46900.0,1년전,49180.0,일평년,40200.0,2020-05-29
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/29),45600.0,1일전 (05/28),45600.0,1주일전 (05/22),45360.0,2주일전 (05/15),45360.0,1개월전,45360.0,1년전,47580.0,일평년,38867.0,2020-05-29
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (05/30),,1일전 (05/29),47220.0,1주일전 (05/23),,2주일전 (05/16),,1개월전,46900.0,1년전,49180.0,일평년,40200.0,2020-05-30
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (05/30),,1일전 (05/29),45600.0,1주일전 (05/23),,2주일전 (05/16),,1개월전,45360.0,1년전,47580.0,일평년,38867.0,2020-05-30
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (06/01),47220.0,1일전 (05/31),,1주일전 (05/25),47020.0,2주일전 (05/18),46900.0,1개월전,46900.0,1년전,49180.0,일평년,40200.0,2020-06-01
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (06/01),45600.0,1일전 (05/31),,1주일전 (05/25),45420.0,2주일전 (05/18),45360.0,1개월전,45360.0,1년전,47580.0,일평년,38867.0,2020-06-01
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (06/02),47820.0,1일전 (06/01),47220.0,1주일전 (05/26),47220.0,2주일전 (05/19),46900.0,1개월전,46900.0,1년전,49180.0,일평년,40200.0,2020-06-02
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (06/02),46000.0,1일전 (06/01),45600.0,1주일전 (05/26),45600.0,2주일전 (05/19),45360.0,1개월전,45360.0,1년전,47580.0,일평년,38867.0,2020-06-02
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (06/03),47820.0,1일전 (06/02),47820.0,1주일전 (05/27),47220.0,2주일전 (05/20),46900.0,1개월전,46900.0,1년전,49180.0,일평년,40200.0,2020-06-03
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (06/03),46000.0,1일전 (06/02),46000.0,1주일전 (05/27),45600.0,2주일전 (05/20),45360.0,1개월전,45360.0,1년전,47580.0,일평년,38867.0,2020-06-03
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (06/04),48020.0,1일전 (06/03),47820.0,1주일전 (05/28),47220.0,2주일전 (05/21),46900.0,1개월전,46900.0,1년전,49180.0,일평년,40204.0,2020-06-04
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (06/04),46200.0,1일전 (06/03),46000.0,1주일전 (05/28),45600.0,2주일전 (05/21),45360.0,1개월전,45360.0,1년전,47580.0,일평년,38871.0,2020-06-04
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (06/05),48420.0,1일전 (06/04),48020.0,1주일전 (05/29),47220.0,2주일전 (05/22),46900.0,1개월전,46900.0,1년전,49180.0,일평년,40208.0,2020-06-05
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (06/05),46600.0,1일전 (06/04),46200.0,1주일전 (05/29),45600.0,2주일전 (05/22),45360.0,1개월전,45360.0,1년전,47580.0,일평년,38875.0,2020-06-05
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (06/06),,1일전 (06/05),48420.0,1주일전 (05/30),,2주일전 (05/23),,1개월전,46900.0,1년전,49180.0,일평년,40208.0,2020-06-06
1,쌀,111,일반계(20kg),01,중품,05,20kg,당일 (06/06),,1일전 (06/05),46600.0,1주일전 (05/30),,2주일전 (05/23),,1개월전,45360.0,1년전,47580.0,일평년,38875.0,2020-06-06
0,쌀,111,일반계(20kg),01,상품,04,20kg,당일 (06/08),48420.0,1일전 (06/07),,1주일전 (06/01),47220.0,2주일전 (05/25),47020.0,1개월전,46900.0,1년전,49180.0,일평년,40216.0,2020-06-08
